time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-10-31T23:43:03.790Z,17.8355,-65.4103,5,2.79,md,6,330,0.5351,0.28,pr,pr2019304009,2019-11-01T03:56:19.558Z,"29km SSE of Esperanza, Puerto Rico",earthquake,4.98,2.94,0.39,5,reviewed,pr,pr
2019-10-31T23:18:21.270Z,6.8082,125.1769,10,4.6,mb,,87,0.476,0.99,us,us700061um,2020-01-18T20:00:51.040Z,"1km W of Dolo, Philippines",earthquake,5,1.9,0.075,54,reviewed,us,us
2019-10-31T22:09:14.658Z,-32.2682,-71.4653,45.85,4.5,mwr,,66,0.324,0.66,us,us700061ti,2020-01-18T20:00:50.040Z,"30km NW of La Ligua, Chile",earthquake,4.1,4.7,0.048,41,reviewed,us,us
2019-10-31T21:13:51.323Z,-17.782,-178.5163,544.63,4.5,mb,,77,3.269,0.99,us,us6000698v,2020-01-18T20:00:43.040Z,"269km SE of Lambasa, Fiji",earthquake,7.4,8.5,0.085,41,reviewed,us,us
2019-10-31T20:51:05.180Z,19.2765,-67.3763,14,3.07,md,6,238,1.1188,0.16,pr,pr2019304008,2020-01-18T20:00:33.040Z,"113km NNW of Isabela, Puerto Rico",earthquake,2.63,6.17,0.12,5,reviewed,pr,pr
2019-10-31T20:42:29.892Z,24.7265,127.6942,10,4.2,mb,,101,2.164,1.11,us,us6000698u,2020-01-18T20:00:43.040Z,"154km S of Itoman, Japan",earthquake,8.9,1.9,0.153,12,reviewed,us,us
2019-10-31T20:18:03.049Z,-23.1879,-114.78,10,4.5,mb,,75,39.836,0.75,us,us6000698t,2020-01-18T20:00:43.040Z,"Easter Island region",earthquake,15.1,1.8,0.078,48,reviewed,us,us
2019-10-31T20:08:16.780Z,19.0978,-67.283,10,3.24,md,7,313,0.6533,0.43,pr,pr2019304007,2020-01-18T20:00:33.040Z,"57km NNW of San Antonio, Puerto Rico",earthquake,2.35,31.61,0.16,6,reviewed,pr,pr
2019-10-31T20:01:34.830Z,35.7948333,-117.6228333,2.85,2.51,ml,33,56,0.02931,0.17,ci,ci38925255,2019-11-01T18:49:00.044Z,"20km NNE of Ridgecrest, CA",earthquake,0.2,0.4,0.128,25,automatic,ci,ci
2019-10-31T19:37:25.290Z,24.4789,102.8855,10,4.4,mb,,89,3.277,1.35,us,us6000698r,2020-01-18T20:00:43.040Z,"7km SW of Haikou, China",earthquake,8.7,1.9,0.109,24,reviewed,us,us
2019-10-31T19:28:38.030Z,-6.8213,128.0349,296.7,4.4,mb,,75,3.436,0.58,us,us6000698p,2020-01-18T20:00:43.040Z,"Banda Sea",earthquake,8.8,6.5,0.143,14,reviewed,us,us
2019-10-31T19:18:44.540Z,-17.6666,-172.384,10,5.2,mb,,66,2.721,1.18,us,us700061qn,2020-01-18T20:00:50.040Z,"201km ENE of Neiafu, Tonga",earthquake,8.9,1.8,0.046,158,reviewed,us,us
2019-10-31T18:30:54.973Z,65.618,-165.2646,10.2,3,ml,,,,0.41,ak,ak019dz29uz6,2020-01-18T20:00:50.040Z,"80km SSE of Shishmaref, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-10-31T17:59:31.960Z,37.3961667,-118.6766667,11.75,2.51,md,34,71,0.1,0.04,nc,nc73299275,2019-11-08T04:23:03.117Z,"7km WSW of Round Valley, CA",earthquake,0.31,1.09,0.248,35,reviewed,nc,nc
2019-10-31T17:35:30.115Z,6.7613,125.1111,14.08,4.9,mb,,69,0.556,0.77,us,us700061pp,2020-01-18T20:00:50.040Z,"8km W of Magsaysay, Philippines",earthquake,6.7,5,0.064,76,reviewed,us,us
2019-10-31T17:24:47.802Z,47.5993,-92.5782,0,3,mb_lg,,82,0.808,1.25,us,us700061pl,2020-01-18T20:00:50.040Z,"Minnesota",mining explosion,3.9,2,0.12,18,reviewed,us,us
2019-10-31T17:16:40.764Z,-17.1782,-178.9884,602.59,4.1,mb,,115,2.879,0.46,us,us6000698n,2020-01-18T20:00:42.040Z,"192km ESE of Lambasa, Fiji",earthquake,20.6,10.2,0.117,20,reviewed,us,us
