time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-04-30T10:11:02.809Z,39.8116,-117.448,3.5,3.1,ml,11,118.76,0.721,0.1573,nn,nn00683614,2019-07-25T18:54:02.040Z,"48km NW of Austin, Nevada",earthquake,,2.9,0.24,6,reviewed,nn,nn
2019-04-30T10:02:01.546Z,-5.7639,150.3071,119.8,4.2,mb,,88,2.421,0.52,us,us70003iw8,2019-07-25T18:54:02.040Z,"29km SE of Kimbe, Papua New Guinea",earthquake,5.7,8.2,0.108,24,reviewed,us,us
2019-04-30T09:42:04.567Z,59.8384,-153.4578,125.4,2.5,ml,,,,0.57,ak,ak0195im3k27,2019-07-25T18:54:02.040Z,"82km E of Old Iliamna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-04-30T09:31:56.888Z,29.533,85.3709,10,4.2,mb,,153,2.015,0.66,us,us70003iw6,2019-07-25T18:54:01.040Z,"27km NNE of Saga, China",earthquake,10,1.9,0.093,32,reviewed,us,us
2019-04-30T08:06:51.718Z,23.6401,-63.0768,10,4.6,mb,,127,5.562,0.85,us,us70003ehc,2019-07-25T18:54:01.040Z,"North Atlantic Ocean",earthquake,7.9,1.9,0.03,324,reviewed,us,us
2019-04-30T06:53:20.310Z,32.1547,-102.6226,1.01,2.9,ml,,46,0.071,0.25,us,us70003egd,2019-07-25T18:54:01.040Z,"19km SSW of Andrews, Texas",earthquake,1.3,0.5,0.085,18,reviewed,us,us
2019-04-30T06:02:56.995Z,39.7127,-117.4548,6.4,3.5,ml,10,70.78,0.652,0.2498,nn,nn00683604,2019-07-25T18:54:01.040Z,"41km NW of Austin, Nevada",earthquake,,6.2,0.31,5,reviewed,nn,nn
2019-04-30T05:07:11.407Z,-15.4308,-177.0118,402.1,4.2,mb,,120,1.548,0.63,us,us70003ivz,2019-07-25T18:54:01.040Z,"176km SE of Sigave, Wallis and Futuna",earthquake,12.3,8.2,0.132,16,reviewed,us,us
2019-04-30T05:04:06.310Z,39.3483333,-123.2481667,3.08,2.64,md,41,81,0.1389,0.1,nc,nc73174480,2019-05-02T05:40:13.657Z,"10km NNW of Redwood Valley, CA",earthquake,0.15,1.55,0.216,47,reviewed,nc,nc
2019-04-30T04:51:25.095Z,36.6971,-97.6852,2.95,3.1,mwr,,49,0.208,0.19,us,us70003ef7,2019-07-25T18:54:01.040Z,"12km SSE of Medford, Oklahoma",earthquake,0.9,2.4,,21,reviewed,us,slm
2019-04-30T03:33:17.620Z,18.8241667,-155.1373333,8.51,2.66,ml,54,268,0.4506,0.16,hv,hv70930516,2019-07-25T18:54:01.040Z,"55km SE of Pahala, Hawaii",earthquake,0.99,1.09,0.165,32,reviewed,hv,hv
2019-04-30T03:19:27.870Z,-24.3197,-179.9118,512.88,4.4,mb,,75,6.812,0.98,us,us70003ivw,2019-07-25T18:54:01.040Z,"South of the Fiji Islands",earthquake,11.5,8.5,0.107,25,reviewed,us,us
2019-04-30T02:35:02.651Z,-29.1047,74.9667,10,4.9,mb,,83,45.164,0.55,us,us70003iw4,2019-07-25T18:54:01.040Z,"Mid-Indian Ridge",earthquake,12.2,1.8,0.101,31,reviewed,us,us
2019-04-30T02:28:49.456Z,-6.2762,131.5572,58.95,5.1,mww,,57,1.714,0.7,us,us70003eek,2019-07-25T18:54:01.040Z,"148km WSW of Tual, Indonesia",earthquake,5.8,4.5,0.078,16,reviewed,us,us
2019-04-30T02:06:33.894Z,10.0729,126.501,35,4.4,mb,,109,3.12,0.83,us,us70003iwq,2019-07-25T18:54:01.040Z,"47km E of San Isidro, Philippines",earthquake,8.1,2,0.143,14,reviewed,us,us
2019-04-30T01:55:14.110Z,19.3251,-68.8836,5,3.36,md,16,208,0.954,0.51,pr,pr2019120000,2019-07-25T18:54:01.040Z,"23km ENE of Miches, Dominican Republic",earthquake,3.26,3.35,0.4,11,reviewed,pr,pr
2019-04-30T01:47:35.880Z,-56.0439,-27.5168,113.49,4.9,mb,,69,5.437,0.71,us,us70003eed,2019-07-25T18:54:01.040Z,"75km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.1,2.1,0.091,38,reviewed,us,us
2019-04-30T01:33:18.249Z,-56.5845,-25.8343,35,4.7,mb,,115,6.486,0.98,us,us70003ivy,2019-07-25T18:54:01.040Z,"84km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.4,2,0.114,23,reviewed,us,us
2019-04-30T01:23:03.726Z,-6.1896,146.644,68.48,4.4,mb,,124,3.234,0.52,us,us70003ee2,2019-07-25T18:54:01.040Z,"69km NNW of Lae, Papua New Guinea",earthquake,8.5,8.4,0.089,37,reviewed,us,us
2019-04-30T00:23:46.720Z,-8.0177,122.6987,219.08,4.8,mww,,28,0.765,0.79,us,us70003edg,2019-07-25T18:54:01.040Z,"49km N of Palue, Indonesia",earthquake,7.1,4.7,0.086,13,reviewed,us,us
2019-04-30T00:22:41.807Z,-24.8621,178.8232,544.6,4.4,mb,,134,7.118,1.15,us,us70003iw0,2019-07-25T18:54:01.040Z,"South of the Fiji Islands",earthquake,14.7,7.7,0.203,7,reviewed,us,us
2019-04-29T23:32:35.340Z,19.0331,-67.7916,11,2.68,md,3,244,0.7858,0.09,pr,pr2019119014,2019-07-13T18:42:53.040Z,"65km NE of Punta Cana, Dominican Republic",earthquake,8.76,6.94,0.21,2,reviewed,pr,pr
2019-04-29T23:05:18.847Z,12.2842,-87.7846,23.34,4.4,mb,,175,0.851,0.7,us,us70003eca,2019-07-13T18:42:52.040Z,"62km SW of Jiquilillo, Nicaragua",earthquake,5,11.1,0.101,28,reviewed,us,us
2019-04-29T22:54:04.300Z,33.0866667,-117.7883333,12.57,2.98,ml,113,167,0.3472,0.28,ci,ci38338143,2019-07-13T18:42:52.040Z,"41km WSW of Camp Pendleton South, CA",earthquake,0.28,1.05,0.145,232,reviewed,ci,ci
2019-04-29T22:42:31.405Z,51.4731,-175.9798,27.63,4,mb,,213,0.55,1.04,us,us70003fxd,2019-07-13T18:42:54.040Z,"65km SE of Adak, Alaska",earthquake,6,11.3,0.116,20,reviewed,us,us
2019-04-29T22:38:28.710Z,-56.2093,-27.372,94.95,4.9,mb,,100,5.56,0.91,us,us70003igx,2019-07-13T18:43:00.040Z,"55km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.3,6,0.11,26,reviewed,us,us
2019-04-29T22:26:36.807Z,-53.2379,-45.048,10,4.7,mb,,96,5.185,0.99,us,us70003igw,2019-07-13T18:43:00.040Z,"South Atlantic Ocean",earthquake,7.8,1.9,0.113,24,reviewed,us,us
2019-04-29T22:24:16.625Z,-32.592,-71.9407,18.37,4.4,mb,,153,0.499,0.64,us,us70003eb3,2019-07-13T18:42:52.040Z,"57km NNW of Valparaiso, Chile",earthquake,4.7,5.3,0.19,8,reviewed,us,us
2019-04-29T21:56:38.879Z,13.3638,50.5362,10,4.3,mb,,196,7.728,1.09,us,us70003igv,2019-07-13T18:42:59.040Z,"174km NNW of Bereeda, Somalia",earthquake,15.5,2,0.133,16,reviewed,us,us
2019-04-29T21:33:44.654Z,-1.8353,122.6605,10,4.4,mb,,54,0.796,0.89,us,us70003ea0,2019-07-13T18:42:52.040Z,"98km S of Luwuk, Indonesia",earthquake,6.2,1.9,0.149,13,reviewed,us,us
2019-04-29T19:52:04.420Z,38.8166667,-122.802,3.5,2.97,ml,74,20,,0.08,nc,nc73174130,2019-07-13T18:42:52.040Z,"6km NW of The Geysers, CA",earthquake,0.12,0.18,0.2,31,reviewed,nc,nc
2019-04-29T19:44:44.947Z,7.3258,-36.2136,10,4.5,mb,,131,13.07,0.36,us,us70003igs,2019-07-13T18:42:59.040Z,"Central Mid-Atlantic Ridge",earthquake,9.8,1.9,0.191,8,reviewed,us,us
2019-04-29T19:43:13.640Z,38.8188333,-122.8,3.57,2.87,ml,61,20,0.009093,0.07,nc,nc73174115,2019-04-30T03:18:03.593Z,"6km NW of The Geysers, CA",earthquake,0.13,0.21,0.148,17,reviewed,nc,nc
2019-04-29T19:42:59.390Z,38.8228333,-122.8008333,3.11,2.54,md,37,60,0.00724,0.05,nc,nc73174105,2019-05-03T00:43:02.823Z,"6km NW of The Geysers, CA",earthquake,0.22,0.2,0.174,7,reviewed,nc,nc
2019-04-29T19:18:28.540Z,19.234,-67.7173,77,3.08,md,10,212,0.8823,0.72,pr,pr2019119013,2019-07-13T18:42:53.040Z,"104km NE of Punta Cana, Dominican Republic",earthquake,5.57,12.47,0.23,8,reviewed,pr,pr
2019-04-29T19:08:57.440Z,19.266,-67.675,30,3.06,md,10,332,0.903,0.26,pr,pr2019119012,2019-07-13T18:42:53.040Z,"78km NE of Punta Cana, Dominican Republic",earthquake,2.48,18.73,0.1,6,reviewed,pr,pr
2019-04-29T19:07:43.342Z,55.3379,-154.2048,3.8,3.1,ml,,,,0.78,ak,ak0195h4bbfe,2019-07-13T18:42:54.040Z,"96km ESE of Chirikof Island, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2019-04-29T18:06:46.679Z,47.4826,-113.0295,21.31,2.6,ml,,107,0.396,1.01,us,us70003e60,2019-07-13T18:42:52.040Z,"48km NE of Seeley Lake, Montana",earthquake,3,7.8,0.209,15,reviewed,us,mb
2019-04-29T18:02:43.592Z,39.391,26.28,10,4.6,mb,,43,1.503,0.52,us,us70003e5j,2019-07-13T18:42:52.040Z,"9km ENE of Mithymna, Greece",earthquake,5.7,2,0.315,4,reviewed,us,us
2019-04-29T18:02:22.663Z,39.8395,-117.4551,3.6,2.6,ml,10,253.25,0.737,0.1591,nn,nn00683534,2019-07-13T18:42:52.040Z,"50km NW of Austin, Nevada",earthquake,,8,0.25,6,reviewed,nn,nn
2019-04-29T17:46:11.440Z,37.4188333,-118.3655,7.2,2.96,md,33,112,0.05156,0.06,nc,nc73174035,2019-07-13T18:42:52.040Z,"6km NE of Dixon Lane-Meadow Creek, CA",earthquake,0.28,0.68,0.194,43,reviewed,nc,nc
2019-04-29T17:39:44.540Z,23.0333,94.8184,133.05,4.7,mb,,122,1.19,0.9,us,us70003e51,2019-07-13T18:42:52.040Z,"78km SSE of Mawlaik, Burma",earthquake,8,6.9,0.075,53,reviewed,us,us
2019-04-29T17:37:01.330Z,37.4186667,-118.3635,7.25,3.8,mw,39,86,0.05315,0.06,nc,nc73174010,2019-07-13T18:42:52.040Z,"6km NE of Dixon Lane-Meadow Creek, CA",earthquake,0.25,0.66,,5,reviewed,nc,nc
2019-04-29T17:33:27.597Z,18.1151,120.0428,10,4.8,mb,,83,4.778,0.56,us,us70003e4s,2019-07-13T18:42:52.040Z,"47km W of Callaguip, Philippines",earthquake,4.7,1.9,0.049,128,reviewed,us,us
2019-04-29T17:19:12.828Z,4.766,127.982,101.4,4.3,mb,,184,4.014,0.76,us,us70003igm,2019-07-13T18:42:59.040Z,"266km SE of Pondaguitan, Philippines",earthquake,12.8,11.3,0.148,13,reviewed,us,us
2019-04-29T16:44:45.298Z,19.1314,145.1069,233.88,4.5,mb,,101,5.515,0.84,us,us70003igl,2019-07-13T18:42:59.040Z,"71km NW of Agrihan, Northern Mariana Islands",earthquake,13.4,9.3,0.128,18,reviewed,us,us
2019-04-29T16:35:08.855Z,-28.1444,-67.3963,129.82,5,mb,,40,2.017,0.75,us,us70003e2q,2019-07-13T18:42:52.040Z,"18km ESE of Tinogasta, Argentina",earthquake,3.6,6.5,0.033,286,reviewed,us,us
2019-04-29T16:12:10.020Z,43.7546,-105.4367,0,3.5,ml,,59,1.36,0.69,us,us70003e28,2019-07-13T18:42:52.040Z,"Wyoming",mining explosion,2.8,1.9,0.042,73,reviewed,us,us
2019-04-29T16:08:52.268Z,51.2068,-178.4828,35,2.9,ml,,270,0.583,0.21,us,us70003fxf,2019-07-13T18:42:54.040Z,"44km E of Amatignak Island, Alaska",earthquake,1.8,2,,,reviewed,us,ak
2019-04-29T16:04:53.362Z,-18.7399,-177.2657,374.32,4.2,mb,,150,7.128,0.35,us,us70003igu,2019-07-13T18:42:59.040Z,"259km NE of Ndoi Island, Fiji",earthquake,16.4,16.5,0.152,12,reviewed,us,us
2019-04-29T15:40:45.425Z,-17.6278,-174.9277,230.19,4.4,mb,,137,4.781,0.42,us,us70003igk,2019-07-13T18:42:59.040Z,"150km NW of Neiafu, Tonga",earthquake,13,13.1,0.138,15,reviewed,us,us
2019-04-29T15:32:48.434Z,-5.6136,146.5401,71.21,4.4,mb,,92,3.641,0.46,us,us70003igj,2019-07-13T18:42:59.040Z,"92km ESE of Madang, Papua New Guinea",earthquake,9.7,7.5,0.12,20,reviewed,us,us
2019-04-29T15:25:52.358Z,56.5177,-148.7064,21,2.9,ml,,261,2.464,0.61,us,us70003fxe,2019-07-13T18:42:54.040Z,"264km ESE of Kodiak, Alaska",earthquake,9.9,11.5,0.057,41,reviewed,us,us
2019-04-29T15:03:54.201Z,-15.1672,-173.2369,10,4.6,mb,,101,1.887,1.44,us,us70003igi,2019-07-13T18:42:58.040Z,"102km NNE of Hihifo, Tonga",earthquake,8.8,1.9,0.152,17,reviewed,us,us
2019-04-29T14:28:14.061Z,21.7521,144.2002,107.45,5.3,mb,,68,5.628,0.64,us,us70003igt,2020-04-28T14:38:27.878Z,"152km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,11,7.2,0.068,73,reviewed,us,us
2019-04-29T14:19:52.499Z,10.8649,57.2283,10,6.3,mww,,47,12.379,1.1,us,us70003e0j,2019-07-13T18:42:52.040Z,"Carlsberg Ridge",earthquake,8.3,1.8,0.059,28,reviewed,us,us
2019-04-29T14:07:13.676Z,-30.7945,-71.575,35.69,4.7,mb,,150,0.13,0.84,us,us70003e09,2019-07-13T18:42:52.040Z,"41km WSW of Ovalle, Chile",earthquake,5.3,7.5,0.208,7,reviewed,us,us
2019-04-29T13:36:58.367Z,9.6546,126.7356,10,4.6,mb,,122,13.646,0.86,us,us70003ige,2019-07-13T18:42:58.040Z,"64km ESE of General Luna, Philippines",earthquake,8.3,1.9,0.194,11,reviewed,us,us
2019-04-29T13:36:04.899Z,33.5157,81.5138,15.73,4.5,mb,,134,6.882,0.64,us,us70003e00,2019-07-13T18:42:52.040Z,"128km NNE of Napug, China",earthquake,7.8,4.8,0.108,25,reviewed,us,us
2019-04-29T13:22:51.453Z,44.867,-28.0298,10,4.7,mb,,57,7.342,0.8,us,us70003dzu,2019-07-13T18:42:51.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.4,1.9,0.041,183,reviewed,us,us
2019-04-29T13:01:18.761Z,52.4641,-167.7311,24.6,3.6,mb,,246,0.852,0.68,us,us70003dzl,2019-07-13T18:42:51.040Z,"93km SE of Nikolski, Alaska",earthquake,5.2,8.4,0.114,24,reviewed,us,us
2019-04-29T12:55:22.365Z,32.0014,83.7165,10,4,mb,,138,4.841,0.83,us,us70003dzi,2019-07-13T18:42:51.040Z,"54km WSW of Luring, China",earthquake,6.8,1.8,0.212,6,reviewed,us,us
2019-04-29T12:40:50.267Z,2.4475,126.0794,70.27,4.1,mb,,115,2.103,0.38,us,us70003igd,2019-07-13T18:42:58.040Z,"149km NE of Bitung, Indonesia",earthquake,11.4,11.4,0.157,11,reviewed,us,us
2019-04-29T12:07:26.873Z,34.1756,36.1655,10,3.4,mb,,114,2.466,1.09,us,us70003eac,2019-07-13T18:42:52.040Z,"16km ESE of Bcharre, Lebanon",earthquake,7,2,0.245,4,reviewed,us,us
2019-04-29T12:04:35.592Z,55.5412,160.5481,144.84,4.4,mb,,123,2.757,0.81,us,us70003dyv,2019-07-13T18:42:51.040Z,"124km ESE of Esso, Russia",earthquake,10.6,9.1,0.043,159,reviewed,us,us
2019-04-29T11:48:15.551Z,15.4126,-91.7271,203.98,4.3,mb,,111,0.236,0.56,us,us70003igb,2019-07-13T18:42:58.040Z,"1km WNW of Colotenango, Guatemala",earthquake,7,5.4,0.154,12,reviewed,us,us
2019-04-29T11:38:24.493Z,-15.1859,-172.7335,22.21,4.6,mb,,170,1.571,0.68,us,us70003dz4,2019-07-13T18:42:51.040Z,"137km NE of Hihifo, Tonga",earthquake,12.7,7.7,0.086,40,reviewed,us,us
2019-04-29T11:08:31.968Z,-2.1617,139.0759,46.73,4,mb,,209,6.861,0.54,us,us70003ig9,2019-07-13T18:42:58.040Z,"175km WNW of Abepura, Indonesia",earthquake,14.1,13.3,0.156,11,reviewed,us,us
2019-04-29T10:50:09.448Z,-3.9344,139.3073,48.97,4,mb,,228,7.117,0.72,us,us70003ig7,2019-07-13T18:42:58.040Z,"202km SW of Abepura, Indonesia",earthquake,15.6,21.8,0.134,15,reviewed,us,us
2019-04-29T10:44:16.429Z,2.7413,128.4969,216.74,4.4,mb,,111,2.259,0.71,us,us70003dx6,2019-07-13T18:42:51.040Z,"124km NNE of Tobelo, Indonesia",earthquake,12,8.6,0.093,33,reviewed,us,us
2019-04-29T10:39:35.994Z,-60.6114,-42.5027,10,4.3,mb,,112,7.123,1.07,us,us70003igf,2019-07-13T18:42:58.040Z,"Scotia Sea",earthquake,6,2,0.169,10,reviewed,us,us
2019-04-29T10:23:51.880Z,66.3137,-157.2882,8.7,3.1,ml,,,,0.54,ak,ak0195gz1o9j,2019-07-13T18:42:51.040Z,"68km SSW of Kobuk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-04-29T10:18:48.190Z,18.8275,-64.9498,56,3.29,md,6,337,1.1305,0.36,pr,pr2019119007,2019-07-13T18:42:51.040Z,"70km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.36,12.79,0.19,5,reviewed,pr,pr
2019-04-29T09:56:30.153Z,31.6984,138.3874,380.03,4.2,mb,,130,1.844,0.39,us,us70003dw1,2019-07-13T18:42:51.040Z,"203km SW of Hachijo-jima, Japan",earthquake,9.1,4.7,0.115,21,reviewed,us,us
2019-04-29T09:53:49.932Z,53.2709,159.6883,74.61,4.3,mb,,143,0.672,0.67,us,us70003dw4,2019-07-13T18:42:51.040Z,"73km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,12.7,10.2,0.076,49,reviewed,us,us
2019-04-29T08:57:49.124Z,10.1713,126.716,10,4.5,mb,,150,3.28,1.14,us,us70003igg,2019-07-13T18:42:58.040Z,"72km ENE of San Isidro, Philippines",earthquake,4.8,1.9,0.157,12,reviewed,us,us
2019-04-29T08:07:40.524Z,-14.4667,-75.5055,36.85,4.6,mb,,132,2.787,0.98,us,us70003dtx,2019-07-13T18:42:51.040Z,"33km W of Rio Grande, Peru",earthquake,8.2,7.1,0.043,158,reviewed,us,us
2019-04-29T07:53:05.853Z,51.8425,179.499,71.4,3.9,mb,,193,1.023,0.49,us,us70003fx5,2019-07-13T18:42:54.040Z,"13km SSW of Semisopochnoi Island, Alaska",earthquake,7.7,10.6,0.162,10,reviewed,us,us
2019-04-29T07:41:23.339Z,56.188,-149.9754,10,3.4,ml,,230,2.1,1.12,us,us70003fx4,2019-07-13T18:42:54.040Z,"231km SE of Kodiak, Alaska",earthquake,3.6,2,0.043,70,reviewed,us,us
2019-04-29T07:16:17.513Z,-41.8852,79.8424,10,4.8,mb,,58,4.442,0.55,us,us70003ig3,2019-07-13T18:42:58.040Z,"Mid-Indian Ridge",earthquake,7.1,1.8,0.131,18,reviewed,us,us
2019-04-29T07:16:08.380Z,39.3476667,-123.2351667,3.07,4.32,mw,52,57,0.1448,0.1,nc,nc73173775,2020-03-03T18:34:02.310Z,"10km NNW of Redwood Valley, CA",earthquake,0.13,1.5,,5,reviewed,nc,nc
